id,SalePrice
1461,120684.12538500316
1462,160694.02338353536
1463,176407.45643969212
1464,197066.34883474483
1465,197684.08027287424
1466,173566.51545242776
1467,173306.032477098
1468,164102.21876963112
1469,186197.7217956705
1470,119088.06073817008
1471,194148.96733014574
1472,98095.81113069199
1473,99512.04743295297
1474,149600.88130115194
1475,116546.97123030148
1476,358025.3222348166
1477,248816.94918191602
1478,277401.0396347216
1479,269512.62314945494
1480,503835.22543605184
1481,331666.85776570794
1482,210356.27145880365
1483,176380.9278814708
1484,163038.10659311543
1485,180965.14475116407
1486,196051.2315263008
1487,319478.49587053084
1488,237456.6821789866
1489,190929.88312354963
1490,224397.14947021083
1491,194410.1280878193
1492,91873.3849748779
1493,174686.51050064946
1494,289777.18389671744
1495,293296.00562200724
1496,231145.40959028463
1497,179358.32932984797
1498,166371.8213786317
1499,160106.6347919786
1500,157641.46638238512
1501,178794.20293663352
1502,147683.49536873348
1503,277677.82388732384
1504,244982.3208880272
1505,226276.6265904599
1506,188752.51344401934
1507,253198.6568180563
1508,197275.35204687636
1509,163119.49895757955
1510,144493.4677101666
1511,148263.76658341536
1512,174367.2886732599
1513,143253.97579982236
1514,148416.59842884284
1515,193854.92285638454
1516,153040.05738198542
1517,163065.68569626036
1518,133142.78648353214
1519,211072.92856902443
1520,133074.72223179083
1521,135468.20264017096
1522,177661.7836702832
1523,112391.39005869854
1524,126702.63715043353
1525,123991.61364291546
1526,115917.60731073187
1527,106110.56337553781
1528,141365.39779929098
1529,147611.94175221171
1530,184861.6390987854
1531,107685.42906698442
1532,98029.85725897495
1533,144841.8436318418
1534,121664.59512204603
1535,146729.01294817578
1536,109210.62252166487
1537,53197.02196906753
1538,157355.3557555863
1539,198725.43690593983
1540,87995.38569689564
1541,139125.89255468344
1542,138845.111918846
1543,198673.52185126135
1544,82372.38134815553
1545,115049.50657975499
1546,129022.8871172425
1547,135585.48175368697
1548,130885.06105605939
1549,120183.54948195686
1550,131441.60108866481
1551,107781.64690957632
1552,132470.64207139568
1553,145227.20159251124
1554,119920.21241194729
1555,158585.7531992825
1556,85274.13993723638
1557,104840.98871552944
1558,102675.12425710673
1559,74202.04737057502
1560,126388.97378509474
1561,120968.11409110548
1562,127184.80371561402
1563,121665.26172125866
1564,154601.88375522243
1565,143464.3570073013
1566,231364.4695433368
1567,73766.24062393702
1568,237165.03247880185
1569,121782.45961425305
1570,142034.9341980599
1571,121008.70360174665
1572,147120.59243158487
1573,232444.7531678498
1574,108980.75503512673
1575,225474.69896411354
1576,240549.5000882881
1577,175716.86748358104
1578,147675.79889470938
1579,142485.94910335372
1580,190893.23392559926
1581,148249.78236042542
1582,126283.8805917167
1583,314557.65445270675
1584,223645.52106298672
1585,139684.74985584654
1586,69740.31887876234
1587,102647.2456575443
1588,153284.37504986062
1589,91191.72849797478
1590,136699.24482302138
1591,99791.3452463848
1592,110934.16378204149
1593,125973.60326912222
1594,120766.08373833631
1595,107355.73431496319
1596,231020.9163252519
1597,191633.4995690963
1598,216812.35231729242
1599,162713.59587849776
1600,155040.34865048004
1601,60210.272958062524
1602,117971.98136574896
1603,84958.30528366195
1604,262715.61568039475
1605,251295.78808469212
1606,169045.2228575233
1607,180954.32570874874
1608,207888.44311985292
1609,178272.3414832837
1610,145615.87545398413
1611,138250.32860342367
1612,165258.04455251576
1613,161171.09676268793
1614,127084.00478208576
1615,93764.21341103542
1616,83280.0218354315
1617,95540.88927460459
1618,125362.96269340467
1619,134716.097940581
1620,132388.3212708788
1621,139352.03003744694
1622,141310.89488393793
1623,275857.96524079825
1624,220697.7440371184
1625,125262.24260483505
1626,169560.7164940857
1627,190392.77613617366
1628,284874.8617237611
1629,171029.2816371748
1630,354219.3492615526
1631,222805.89217386825
1632,244525.79942801062
1633,165498.09810699578
1634,182141.20783404904
1635,180452.03490083927
1636,153848.86979086895
1637,188931.88437779836
1638,186692.72726236924
1639,182807.6256245552
1640,260226.7814632268
1641,178367.77077245052
1642,239653.00817088992
1643,219193.72678859648
1644,233769.5376447741
1645,191340.41444636672
1646,159646.9769493544
1647,159259.59023217714
1648,126980.04376314994
1649,140057.9832330928
1650,111066.60611719664
1651,117583.88971361896
1652,100994.03627438884
1653,102750.72035872702
1654,146038.10616074843
1655,139095.52213597734
1656,141217.8422696493
1657,146366.82502433006
1658,145505.25209642627
1659,124110.3565347666
1660,147088.8997061468
1661,440036.49771235255
1662,400200.780209414
1663,384734.5363314804
1664,531023.6894037748
1665,301464.6912118462
1666,319923.15712362505
1667,376954.2976466587
1668,336004.3496953019
1669,296423.3765692186
1670,343329.49884217937
1671,262414.6967832635
1672,442503.67440910905
1673,290341.061876078
1674,243567.65516737005
1675,192831.21053089647
1676,192250.65223437874
1677,215210.89863245128
1678,494019.09641181154
1679,380945.6214690709
1680,332887.72911615204
1681,236362.72856924738
1682,304030.9748574469
1683,183150.11907561636
1684,173061.22839211975
1685,176008.71222399198
1686,168962.53324782546
1687,168303.9264964738
1688,189325.8750790512
1689,194799.0735090886
1690,199404.52462049416
1691,186273.12117895842
1692,260540.64287370385
1693,166551.91999996715
1694,182749.26205903536
1695,160855.99872335314
1696,272953.868480682
1697,166077.19002224904
1698,343969.6543114082
1699,311857.56301175914
1700,247058.56099365733
1701,271219.10769385594
1702,241769.48637396254
1703,237853.74903289095
1704,284822.4468249456
1705,229996.38155583446
1706,432883.0272617513
1707,203008.34379677323
1708,199036.49225345516
1709,278223.1818515728
1710,223453.32675816983
1711,262783.3077620839
1712,253019.87049455766
1713,261214.6386815993
1714,224803.9470937479
1715,206003.69766569225
1716,181071.57345977973
1717,174483.78817493495
1718,131587.5641566174
1719,204726.70664571872
1720,243079.0327315
1721,166496.96792272205
1722,124749.8918352288
1723,154212.7694300912
1724,201672.22110616375
1725,241253.38080078067
1726,189359.901456924
1727,151390.70487357586
1728,179979.03826851235
1729,158984.14396394027
1730,150281.1173395214
1731,120578.26882165298
1732,132231.723153821
1733,115732.555563086
1734,121125.60153577471
1735,128539.21088769301
1736,110603.66282954917
1737,316413.87476688164
1738,240301.99874443264
1739,245754.22299802917
1740,209418.6937802558
1741,186342.46311059932
1742,175707.91193139084
1743,178626.09820674418
1744,330170.86138708465
1745,213554.9380009015
1746,183170.96397993356
1747,217383.00666750764
1748,223982.39685335645
1749,142707.77654073245
1750,128479.98464617952
1751,251064.0291763609
1752,118552.84220231786
1753,143713.25495894902
1754,196921.22249958545
1755,169579.91865554618
1756,125354.17336208335
1757,121489.6099618448
1758,144980.37402214308
1759,162123.55981032184
1760,160989.46121216286
1761,145696.3733281197
1762,172280.4906607896
1763,185517.35193562933
1764,117575.1276881762
1765,173084.3181945683
1766,191341.76469193082
1767,221085.16006256192
1768,144164.41524070312
1769,172525.3666908651
1770,152277.94096034212
1771,121854.23176286755
1772,136953.75901117123
1773,125708.6905782576
1774,134633.32776712725
1775,143634.99685656722
1776,128851.96187921517
1777,109410.59085854626
1778,137785.98909210996
1779,118590.89699153902
1780,176231.4450254076
1781,129025.91092182577
1782,87611.4525410443
1783,143602.9876094052
1784,107791.81186214006
1785,124776.00058954276
1786,144912.19716553774
1787,168031.93486308452
1788,59577.726774358525
1789,100891.8703309281
1790,81480.96046685212
1791,184889.8739027829
1792,159211.51402279432
1793,132581.74446151528
1794,149730.57055592557
1795,138568.77150948267
1796,129606.4563096251
1797,111867.94844895478
1798,121983.02611171888
1799,117962.26902719741
1800,129516.75490150435
1801,127154.34938071223
1802,134021.58719673206
1803,149936.57268876594
1804,134807.76976557134
1805,137952.91650574878
1806,126844.9354160022
1807,132759.69879587277
1808,121558.77409584296
1809,119945.75590836788
1810,131801.85089856284
1811,85685.02673893757
1812,96803.69410038374
1813,122975.72967997099
1814,92140.4354197636
1815,53445.909099765006
1816,98344.0877071782
1817,104333.12184372045
1818,150667.47114509594
1819,129792.71996148737
1820,69312.88174781427
1821,112670.87017069722
1822,151494.2796276585
1823,52437.63920301399
1824,129798.92318032018
1825,135568.6156779426
1826,106462.26413430642
1827,100288.15014100572
1828,133085.95931672052
1829,113245.64469983238
1830,142841.38950382674
1831,149936.54119273255
1832,71359.40396974489
1833,136587.01725010623
1834,122863.05708834113
1835,120553.82855826996
1836,127321.26868014132
1837,90061.29666815339
1838,128381.82640898328
1839,103379.69203882573
1840,137009.88386657636
1841,134665.9632900482
1842,90887.62893471032
1843,129124.90259168163
1844,134332.43747490394
1845,140639.74206525844
1846,155789.17545356654
1847,162198.04948524886
1848,55952.671315395695
1849,112614.68150202496
1850,119268.7141429389
1851,160988.61458418108
1852,125423.75785382045
1853,128346.73248626429
1854,161199.13085410558
1855,145156.11751519935
1856,229841.133384215
1857,151723.7689178493
1858,131774.16362989892
1859,115586.043646181
1860,148020.16762714402
1861,115980.10159488297
1862,299276.8988898285
1863,284610.5998386573
1864,284668.15243798983
1865,339176.5126886054
1866,330998.22635669244
